iter	MultiRMSE
397	723.0672716
398	721.8539619
399	719.9163634
400	718.290234
401	716.6323462
402	714.882041
403	713.5962585
404	712.0682251
405	710.4006331
406	708.9878566
407	708.0709333
408	706.953121
409	705.0921747
410	703.3306768
411	701.4141523
412	699.3619349
413	697.7958586
414	696.352767
415	694.9295775
416	693.6558504
417	692.3898228
418	691.4974661
419	690.484605
420	689.3100951
421	688.1479716
422	686.7397908
423	685.492382
424	684.6017387
425	683.5773134
426	681.9412189
427	680.8254047
428	678.4183081
429	676.1749232
430	674.697705
431	673.7841661
432	672.9064326
433	670.7865775
434	669.8912764
435	668.501557
436	666.5582033
437	665.3085182
438	664.1507964
439	662.8540998
440	661.3667626
441	659.5383775
442	658.3618491
443	656.0487635
444	654.7245396
445	653.5842104
446	651.4015174
447	649.8741689
448	648.6458172
449	647.4226436
450	645.4624185
451	643.8073156
452	642.1498422
453	641.0959553
454	639.5078172
455	637.9059019
456	636.5133837
457	635.021385
458	633.7519347
459	632.0497266
460	631.0808594
461	629.961216
462	628.6089228
463	627.1635261
464	626.3095927
465	625.3359528
466	624.2956733
467	623.5554063
468	622.2016377
469	620.8094848
470	619.3019396
471	617.6133997
472	616.7298956
473	615.8315281
474	614.5879293
475	613.4783527
476	612.3757464
477	610.6424932
478	608.9786393
479	607.873152
480	606.9689729
481	606.0225356
482	604.5734359
483	603.9772291
484	602.7460142
485	601.5749857
486	600.3249256
487	599.601688
488	598.6595329
489	596.8125801
490	595.8807461
491	595.0449574
492	594.086163
493	592.9748749
494	591.7237011
495	591.1121063
496	590.4127148
497	589.4892929
498	588.4769085
499	587.5753203
500	586.5683862
501	585.558376
502	584.3696731
503	583.5367227
504	582.5364085
505	581.7508543
506	580.6856364
507	579.7046789
508	578.4616678
509	577.1940381
510	576.5497853
511	575.0436805
512	573.5143153
513	572.8021001
514	571.4260276
515	570.3449692
516	569.2529706
517	568.3636821
518	567.2723039
519	566.4188183
520	565.2821996
521	564.3736875
522	563.3052636
523	562.1715147
524	561.1492623
525	559.7594556
526	558.7314914
527	557.8044773
528	557.0844861
529	555.6628158
530	554.4964934
531	553.5471041
532	552.7195268
533	551.4139461
534	550.6357984
535	548.8990593
536	547.4863342
537	546.6625254
538	545.5860136
539	545.102033
540	544.2107761
541	543.0768081
542	541.8844015
543	540.1889328
544	539.4592561
545	538.1810218
546	537.1602753
547	536.1442046
548	535.1233381
549	533.9384089
550	532.6961674
551	531.376078
552	530.4835339
553	529.7261862
554	528.549612
555	527.8051984
556	526.2509317
557	525.3717542
558	524.7803662
559	523.8749968
560	522.9233747
561	521.6067991
562	520.3480682
563	519.3681628
564	518.5334775
565	517.4508887
566	516.8003894
567	515.856922
568	514.5235345
569	513.7630116
570	512.5484092
571	511.6988338
572	510.9725704
573	510.2396742
574	509.5717862
575	508.7980737
576	507.9333678
577	507.000528
578	506.2093405
579	505.6194214
580	504.8472906
581	503.7504044
582	502.4781459
583	501.5051344
584	500.8473458
585	500.0107313
586	499.1316048
587	498.1229734
588	497.7125332
589	497.0698766
590	496.4690377
591	495.6621796
592	494.8776908
593	493.7662225
594	492.8402462
595	492.0352162
596	490.9993262
597	490.2752099
598	489.1514709
599	488.6286662
600	488.2101766
601	487.5292067
602	486.9031548
603	486.2515911
604	485.5918509
605	484.8009935
606	483.7617027
607	483.1535049
608	482.6458199
609	481.6026721
610	480.8277362
611	480.1624646
612	479.3979746
613	478.5180964
614	477.9740972
615	477.1005938
616	476.2216595
617	475.4691679
618	474.3203286
619	473.5943952
620	472.8416062
621	472.4279084
622	471.4528132
623	470.8467649
624	469.8551978
625	469.160083
626	468.5109019
627	467.8571065
628	467.2823679
629	466.793106
630	465.7244237
631	464.9620805
632	464.0691971
633	463.3399742
634	462.4805275
635	461.7168297
636	460.9686097
637	460.1050464
638	459.4731164
639	458.7772177
640	458.2639616
641	457.7255464
642	456.5418315
643	455.9672721
644	455.0851736
645	454.169783
646	453.4360812
647	452.6830822
648	451.7659648
649	451.1230167
650	450.7270495
651	450.0767274
652	449.4036844
653	448.7290713
654	448.0799916
655	447.3655387
656	447.0331164
657	446.107589
658	445.0868632
659	443.9556554
660	443.3524267
661	442.4752096
662	441.3798119
663	440.7990841
664	439.9858619
665	439.4719354
666	438.7205051
667	437.9438298
668	436.9184237
669	436.3244106
670	435.8729871
671	435.1101542
672	434.4478323
673	434.0871193
674	433.6861084
675	432.920172
676	432.1032834
677	431.2416213
678	430.6950311
679	429.8478918
680	429.1399312
681	428.5403653
682	427.5751209
683	426.6401184
684	425.8007747
685	425.4098762
686	424.9613829
687	423.9932418
688	423.2317538
689	422.4976513
690	421.9925128
691	421.4631699
692	420.8416478
693	419.950716
694	419.3523074
695	418.3114925
696	417.4302326
697	416.8042369
698	416.2059636
699	415.3058222
700	414.6129419
701	414.104205
702	413.3882586
703	412.8373043
704	412.176653
705	411.6587078
706	410.9576197
707	410.2367845
708	409.6945129
709	408.9828448
710	408.3355742
711	407.7669104
712	407.3619331
713	406.5015768
714	405.8814498
715	405.1855548
716	404.6466792
717	404.2215075
718	403.6532794
719	403.0945633
720	402.6835436
721	402.3512885
722	401.6829669
723	400.8463611
724	400.3555839
725	400.0200498
726	399.5346383
727	399.0509335
728	398.3629863
729	397.7340789
730	396.8529125
731	396.072593
732	395.4138192
733	394.9848937
734	394.5550374
735	394.1682534
736	393.6161136
737	393.184312
738	392.7493268
739	392.1058864
740	391.7091118
741	391.3920324
742	390.6388028
743	390.0306306
744	389.4069687
745	388.9814715
746	388.594443
747	387.9772389
748	387.2908311
749	386.3163297
750	385.6036128
751	384.9386915
752	384.5952822
753	383.8357223
754	383.4172586
755	382.6244861
756	382.0815206
757	381.485981
758	381.0640513
759	380.6365654
760	379.9650748
761	379.2748934
762	378.8985076
763	378.3686342
764	377.8384056
765	377.4864269
766	376.8316878
767	375.991981
768	375.4652149
769	375.0059266
770	374.7205356
771	374.2912654
772	373.8463241
773	373.2442639
774	372.6754219
775	372.0234544
776	371.4338368
777	370.8703671
778	370.2115054
779	369.7378114
780	369.3639803
781	368.5255508
782	367.8866527
783	367.2893423
784	366.7720119
785	366.403051
786	365.9965503
787	365.5667673
788	365.0709705
789	364.661749
790	364.2614366
791	363.5944909
792	363.1936964
793	362.9197053
794	362.5565531
795	362.0520299
796	361.6849586
797	361.3463069
798	360.9294494
799	360.2693044
800	359.678568
801	358.9274066
802	358.550777
803	357.9693193
804	357.5914889
805	357.0318291
806	356.3583388
807	355.7855788
808	355.3997352
809	354.7881965
810	354.3759157
811	353.8455799
812	353.3653789
813	353.1709678
814	352.7480159
815	352.2193239
816	351.6298134
817	351.2668661
818	350.7667103
819	350.3903529
820	350.1154527
821	349.5802982
822	349.1350912
823	348.6375211
824	348.0084468
825	347.6307046
826	347.0727464
827	346.6729957
828	346.1793303
829	345.6132118
830	345.2143669
831	344.7029454
832	344.3816663
833	344.1253905
834	343.6571594
835	343.4555622
836	342.8413619
837	342.4453332
838	341.852535
839	341.3487771
840	340.9710489
841	340.4371355
842	340.1530778
843	339.6907169
844	339.3002551
845	338.8698182
846	338.3530321
847	337.8264999
848	337.3754596
849	336.978392
850	336.7397619
851	336.4006789
852	335.8745887
853	335.3755256
854	334.9623565
855	334.3870085
856	333.9244953
857	333.5491794
858	332.9521283
859	332.566582
860	332.1651635
861	331.744864
862	331.3700512
863	330.9647668
864	330.5728624
865	330.1694131
866	329.7660323
867	329.3886274
868	328.9014693
869	328.340067
870	327.8664579
871	327.3686734
872	327.0599396
873	326.5539468
874	326.0783611
875	325.8582033
876	325.6245752
877	325.2026141
878	324.753851
879	324.393295
880	324.0741696
881	323.5846427
882	323.3056461
883	322.7981063
884	322.5219554
885	322.1065628
886	321.78829
887	321.2051071
888	320.7726641
889	320.5239167
890	320.2958731
891	320.0243375
892	319.5046018
893	319.0908891
894	318.6340789
895	318.3218655
896	318.0213414
897	317.5422066
898	317.1424477
899	316.7364652
900	316.4981774
901	316.2740069
902	315.8307206
903	315.4449923
904	315.031858
905	314.7417372
906	314.3282907
907	313.8649657
908	313.450931
909	313.2045194
910	312.8844909
911	312.5429778
912	312.2615012
913	311.9143865
914	311.5351679
915	311.1902314
916	310.7607347
917	310.2815009
918	309.8392959
919	309.538997
920	309.104232
921	308.5840094
922	308.0719692
923	307.8234401
924	307.4063318
925	307.0378686
926	306.8081369
927	306.4097294
928	306.0277618
929	305.5726533
930	305.2837898
931	304.8835557
932	304.6869484
933	304.2591981
934	303.8892562
935	303.4963784
936	303.2699044
937	302.82204
938	302.3302737
939	301.8550169
940	301.5218978
941	301.2671083
942	300.7711927
943	300.4451704
944	300.1745133
945	299.9055132
946	299.5248913
947	299.0196839
948	298.5429697
949	298.2605285
950	297.7992525
951	297.5304725
952	297.0509319
953	296.7829461
954	296.482393
955	296.1145805
956	295.9049419
957	295.5291127
958	295.0824273
959	294.7357822
960	294.4025757
961	294.0819538
962	293.8502507
963	293.6727854
964	293.335875
965	293.1242075
966	292.6721122
967	292.2671702
968	292.0109872
969	291.6149026
970	291.1344236
971	290.7700711
972	290.3619637
973	290.0945322
974	289.7680256
975	289.4442794
976	289.1055347
977	288.7666414
978	288.5499521
979	288.2571491
980	287.9617382
981	287.7276218
982	287.5278963
983	287.0807023
984	286.7350563
985	286.3898641
986	286.1084951
987	285.801905
988	285.401752
989	285.2397517
990	284.8936258
991	284.5394134
992	284.174286
993	283.7524422
994	283.2971659
995	282.9682996
996	282.7047356
997	282.4425834
998	282.2412141
999	281.8077529
